Respondent_ID,Age,Gender,Income_Level,Frequency_of_Consumption,Brand_Preference,Satisfaction_Level,Purchase_Location,Reason_for_Choice,Occasions_of_Buying,Most_Often_Consumed_Brand,Consumed_With,NPS_Score,Taste_Rating,Price_Rating,Packaging_Rating,Brand_Reputation_Rating,Availability_Rating,Sweetness_Rating,Fizziness_Rating
312,64,Female,Low,Weekly,Coke,Neutral,Other,Availability,Home,Coke,With Friends,9,1,5,1,4,2,1,2
329,58,Female,Low,Rarely,Coke,Very Dissatisfied,Vending Machine,Price,Other,Coke,Alone,7,1,5,5,3,3,2,4
334,53,Prefer Not to Say,Low,Rarely,Coke,Satisfied,Other,Price,Parties,Coke,Alone,3,2,3,4,2,3,5,5
355,19,Male,Middle,Never,Coke,Dissatisfied,Vending Machine,Availability,Restaurants,Coke,With Family,0,2,2,4,2,5,1,3
403,21,Non-Binary,High,Weekly,Coke,Neutral,Convenience Store,Brand Loyalty,Other,Coke,With Colleagues,9,1,1,4,4,3,4,3
429,39,Prefer Not to Say,Low,Daily,Coke,Satisfied,Convenience Store,Taste,Parties,Coke,With Friends,5,3,4,3,3,2,2,4
436,26,Male,High,Monthly,Coke,Neutral,Online,Brand Loyalty,Travel,Coke,Alone,10,3,5,4,4,3,5,4
441,47,Non-Binary,High,Daily,Coke,Neutral,Supermarket,Brand Loyalty,Parties,Coke,With Colleagues,7,3,1,1,5,3,3,2
447,36,Female,High,Never,Coke,Dissatisfied,Supermarket,Price,Parties,Coke,With Friends,5,2,1,1,4,2,1,1
528,39,Male,Low,Monthly,Coke,Neutral,Online,Brand Loyalty,Sports Events,Coke,With Friends,0,1,2,3,1,1,4,1
546,34,Female,Low,Never,Coke,Dissatisfied,Vending Machine,Brand Loyalty,Restaurants,Coke,With Friends,5,4,2,2,1,5,4,2
571,22,Prefer Not to Say,High,Weekly,Coke,Neutral,Vending Machine,Other,Sports Events,Coke,Other,10,4,3,4,2,5,4,5
638,57,Male,High,Weekly,Coke,Satisfied,Supermarket,Other,Restaurants,Coke,With Family,6,4,3,5,2,5,2,2
680,30,Female,High,Weekly,Coke,Very Satisfied,Other,Price,Home,Coke,With Friends,8,2,4,2,5,1,5,2
692,21,Prefer Not to Say,Low,Weekly,Coke,Satisfied,Other,Brand Loyalty,Travel,Coke,Other,10,2,4,3,5,5,3,2
713,47,Non-Binary,High,Daily,Coke,Satisfied,Convenience Store,Availability,Other,Coke,With Friends,3,5,1,2,4,1,3,3
720,56,Prefer Not to Say,High,Never,Coke,Satisfied,Vending Machine,Brand Loyalty,Sports Events,Coke,With Family,0,3,1,5,4,1,2,4
753,62,Male,Low,Never,Coke,Very Dissatisfied,Other,Taste,Travel,Coke,Other,8,2,3,1,2,5,4,5
781,22,Prefer Not to Say,Middle,Never,Coke,Very Satisfied,Supermarket,Other,Parties,Coke,Alone,3,5,3,1,3,3,5,4
875,49,Male,High,Daily,Coke,Very Dissatisfied,Vending Machine,Price,Other,Coke,With Friends,4,5,1,4,5,4,4,2
900,24,Male,Low,Daily,Coke,Neutral,Other,Taste,Restaurants,Coke,With Family,6,2,4,1,2,5,1,3
911,64,Male,High,Never,Coke,Neutral,Vending Machine,Brand Loyalty,Parties,Coke,With Colleagues,0,4,3,1,3,3,5,5
922,24,Prefer Not to Say,Low,Weekly,Coke,Dissatisfied,Online,Brand Loyalty,Travel,Coke,Alone,8,2,1,3,1,1,3,4
926,32,Female,High,Monthly,Coke,Dissatisfied,Convenience Store,Price,Restaurants,Coke,With Friends,3,2,5,3,2,4,3,4
940,26,Male,High,Rarely,Coke,Very Dissatisfied,Online,Price,Travel,Coke,Alone,6,1,3,4,1,1,2,3
948,52,Female,Low,Never,Coke,Neutral,Online,Availability,Travel,Coke,With Family,0,2,3,5,3,1,3,4
964,35,Male,Middle,Weekly,Coke,Satisfied,Other,Other,Other,Coke,With Friends,5,1,5,1,3,5,5,3
4,50,Non-Binary,High,Daily,Coke,Neutral,Supermarket,Taste,Home,Pepsi Light,With Friends,2,1,2,2,2,5,1,1
14,46,Non-Binary,Low,Weekly,Coke,Dissatisfied,Convenience Store,Taste,Home,Pepsi Light,Other,9,5,5,4,5,3,4,4
40,58,Female,Middle,Monthly,Coke,Dissatisfied,Supermarket,Brand Loyalty,Restaurants,Pepsi Light,Other,5,2,1,2,4,1,1,2
58,23,Male,Low,Weekly,Coke,Very Dissatisfied,Vending Machine,Brand Loyalty,Other,Pepsi Light,With Friends,10,1,3,3,2,3,1,4
75,20,Male,Low,Weekly,Coke,Dissatisfied,Other,Brand Loyalty,Travel,Pepsi Light,Other,0,4,2,4,2,5,1,1
87,33,Prefer Not to Say,Middle,Never,Coke,Very Satisfied,Other,Other,Work,Pepsi Light,Alone,8,4,1,5,3,5,5,4
95,18,Prefer Not to Say,Low,Weekly,Coke,Very Dissatisfied,Other,Other,Other,Pepsi Light,With Family,9,5,5,2,5,4,2,5
96,52,Female,High,Weekly,Coke,Dissatisfied,Online,Price,Restaurants,Pepsi Light,Other,6,3,3,2,4,2,5,4
103,37,Female,Middle,Rarely,Coke,Very Dissatisfied,Other,Price,Work,Pepsi Light,With Friends,7,4,3,4,1,3,3,4
134,52,Non-Binary,Middle,Never,Coke,Dissatisfied,Vending Machine,Other,Home,Pepsi Light,With Family,4,3,1,3,3,3,5,1
166,50,Male,High,Never,Coke,Neutral,Vending Machine,Other,Other,Pepsi Light,With Colleagues,8,4,5,1,4,1,5,5
181,43,Female,Middle,Daily,Coke,Satisfied,Online,Availability,Restaurants,Pepsi Light,With Family,1,1,2,1,2,2,5,3
193,19,Female,High,Never,Coke,Neutral,Vending Machine,Availability,Sports Events,Pepsi Light,With Colleagues,2,5,3,2,3,1,4,4
210,52,Male,Middle,Daily,Coke,Very Satisfied,Supermarket,Availability,Sports Events,Pepsi Light,With Friends,8,2,4,4,3,2,1,5
212,47,Prefer Not to Say,Middle,Monthly,Coke,Neutral,Other,Price,Home,Pepsi Light,With Family,7,4,5,1,5,3,4,4
247,63,Male,High,Weekly,Coke,Dissatisfied,Convenience Store,Availability,Sports Events,Pepsi Light,Other,5,1,3,3,1,1,1,3
249,39,Female,Middle,Monthly,Coke,Dissatisfied,Online,Taste,Travel,Pepsi Light,With Family,0,1,5,2,1,1,5,1
251,22,Male,Middle,Daily,Coke,Neutral,Online,Other,Sports Events,Pepsi Light,With Family,5,2,2,1,1,1,2,4
265,56,Non-Binary,High,Rarely,Coke,Satisfied,Convenience Store,Taste,Sports Events,Pepsi Light,With Family,3,3,5,1,1,1,5,3
283,56,Non-Binary,High,Weekly,Coke,Dissatisfied,Supermarket,Brand Loyalty,Restaurants,Pepsi Light,With Family,4,3,5,1,4,1,4,2
284,57,Male,Middle,Monthly,Coke,Very Satisfied,Online,Other,Sports Events,Pepsi Light,With Family,8,3,2,3,4,5,3,5
290,61,Non-Binary,Middle,Rarely,Coke,Neutral,Other,Other,Parties,Pepsi Light,With Colleagues,5,3,4,1,3,5,3,3
298,41,Female,High,Daily,Coke,Dissatisfied,Other,Other,Sports Events,Pepsi Light,With Family,2,3,5,2,5,5,1,5
373,59,Non-Binary,High,Weekly,Coke,Dissatisfied,Vending Machine,Availability,Restaurants,Pepsi Light,With Family,0,3,4,2,3,2,2,4
440,19,Non-Binary,High,Weekly,Coke,Neutral,Other,Taste,Restaurants,Pepsi Light,With Friends,7,1,2,1,1,4,4,3
460,59,Non-Binary,Low,Weekly,Coke,Neutral,Online,Other,Other,Pepsi Light,With Family,8,3,4,2,2,4,2,5
482,18,Non-Binary,High,Monthly,Coke,Satisfied,Convenience Store,Availability,Other,Pepsi Light,Other,0,2,5,1,2,5,2,4
503,48,Non-Binary,High,Rarely,Coke,Satisfied,Vending Machine,Other,Work,Pepsi Light,With Friends,6,4,4,1,1,2,1,1
516,49,Prefer Not to Say,Middle,Weekly,Coke,Neutral,Convenience Store,Other,Work,Pepsi Light,Alone,2,4,1,3,1,5,2,1
517,51,Non-Binary,High,Daily,Coke,Neutral,Online,Availability,Other,Pepsi Light,Alone,3,1,3,5,4,1,3,4
530,45,Female,High,Monthly,Coke,Very Dissatisfied,Vending Machine,Brand Loyalty,Work,Pepsi Light,Alone,6,4,2,5,3,3,3,2
559,58,Prefer Not to Say,Low,Rarely,Coke,Very Dissatisfied,Online,Brand Loyalty,Work,Pepsi Light,Other,3,5,3,2,3,1,1,1
561,61,Female,Middle,Weekly,Coke,Neutral,Other,Price,Sports Events,Pepsi Light,Other,0,4,3,3,3,2,2,3
595,58,Non-Binary,Middle,Weekly,Coke,Satisfied,Supermarket,Availability,Work,Pepsi Light,With Friends,8,3,5,2,1,4,2,4
650,28,Prefer Not to Say,Middle,Monthly,Coke,Dissatisfied,Other,Other,Home,Pepsi Light,Other,0,3,5,4,5,5,2,1
706,61,Prefer Not to Say,Low,Rarely,Coke,Satisfied,Other,Other,Parties,Pepsi Light,With Colleagues,9,2,2,4,2,1,1,5
736,40,Non-Binary,High,Daily,Coke,Very Satisfied,Supermarket,Price,Travel,Pepsi Light,Other,10,1,1,1,2,1,3,5
755,60,Female,Low,Daily,Coke,Neutral,Supermarket,Brand Loyalty,Other,Pepsi Light,Other,9,5,4,5,2,5,3,3
765,23,Prefer Not to Say,Low,Daily,Coke,Dissatisfied,Vending Machine,Taste,Parties,Pepsi Light,With Family,6,4,5,4,1,4,3,4
776,61,Non-Binary,Middle,Daily,Coke,Very Satisfied,Vending Machine,Taste,Other,Pepsi Light,With Family,1,1,3,1,5,4,2,3
798,28,Non-Binary,High,Rarely,Coke,Dissatisfied,Supermarket,Brand Loyalty,Travel,Pepsi Light,With Family,10,4,4,3,5,1,1,3
810,26,Non-Binary,Low,Rarely,Coke,Dissatisfied,Other,Brand Loyalty,Parties,Pepsi Light,With Colleagues,2,3,3,3,2,1,1,4
828,36,Non-Binary,High,Rarely,Coke,Very Dissatisfied,Supermarket,Price,Other,Pepsi Light,With Colleagues,8,4,4,3,5,5,2,5
843,44,Female,High,Daily,Coke,Dissatisfied,Online,Other,Travel,Pepsi Light,Alone,9,1,2,4,3,2,4,1
845,54,Non-Binary,Low,Never,Coke,Neutral,Vending Machine,Brand Loyalty,Travel,Pepsi Light,Other,2,2,1,4,3,1,1,1
867,60,Non-Binary,High,Daily,Coke,Satisfied,Supermarket,Price,Other,Pepsi Light,Other,10,3,3,3,3,4,5,4
870,29,Female,High,Weekly,Coke,Very Dissatisfied,Online,Taste,Work,Pepsi Light,With Colleagues,1,4,5,2,2,1,5,2
873,56,Prefer Not to Say,High,Daily,Coke,Very Dissatisfied,Online,Price,Other,Pepsi Light,Alone,2,1,5,3,4,1,1,3
885,45,Male,Middle,Never,Coke,Very Satisfied,Convenience Store,Availability,Sports Events,Pepsi Light,With Colleagues,5,3,1,1,3,4,1,5
902,48,Female,Low,Daily,Coke,Very Satisfied,Other,Other,Sports Events,Pepsi Light,With Friends,2,4,4,5,5,3,4,5
903,54,Non-Binary,Low,Rarely,Coke,Very Satisfied,Online,Brand Loyalty,Home,Pepsi Light,With Colleagues,5,4,2,4,3,1,2,1
907,30,Prefer Not to Say,High,Rarely,Coke,Neutral,Online,Other,Other,Pepsi Light,Other,3,1,2,4,3,1,4,1
941,38,Non-Binary,High,Daily,Coke,Satisfied,Convenience Store,Taste,Travel,Pepsi Light,With Family,3,2,1,2,4,1,5,3
979,21,Female,Low,Never,Coke,Satisfied,Online,Taste,Sports Events,Pepsi Light,With Family,7,2,3,5,2,3,1,2
984,51,Prefer Not to Say,High,Monthly,Coke,Satisfied,Convenience Store,Taste,Home,Pepsi Light,Alone,9,2,2,4,5,1,5,4
985,56,Prefer Not to Say,High,Weekly,Coke,Neutral,Other,Taste,Sports Events,Pepsi Light,With Colleagues,10,1,5,3,4,2,5,5
997,47,Non-Binary,Middle,Weekly,Coke,Very Satisfied,Other,Price,Parties,Pepsi Light,Other,7,5,3,4,5,5,2,4
1,64,Female,Middle,Daily,Coke,Very Satisfied,Other,Other,Parties,Pepsi,Other,9,4,5,5,5,5,1,3
32,64,Prefer Not to Say,High,Monthly,Coke,Very Dissatisfied,Online,Availability,Travel,Pepsi,Other,3,3,3,1,2,2,2,2
67,40,Female,Low,Weekly,Coke,Neutral,Convenience Store,Price,Travel,Pepsi,With Friends,8,5,4,4,2,4,3,2
101,58,Prefer Not to Say,Middle,Rarely,Coke,Very Satisfied,Other,Price,Home,Pepsi,With Friends,9,2,2,4,1,2,5,2
133,55,Female,High,Rarely,Coke,Very Satisfied,Online,Brand Loyalty,Sports Events,Pepsi,With Family,0,2,4,3,5,1,2,3
139,57,Male,Low,Weekly,Coke,Very Dissatisfied,Online,Brand Loyalty,Travel,Pepsi,With Colleagues,4,4,4,2,2,5,4,2
151,22,Non-Binary,Low,Daily,Coke,Very Dissatisfied,Online,Price,Travel,Pepsi,Alone,8,5,2,3,2,5,3,3
152,21,Female,Middle,Weekly,Coke,Very Dissatisfied,Online,Taste,Sports Events,Pepsi,With Friends,4,2,5,3,5,4,2,4
194,63,Male,High,Weekly,Coke,Neutral,Convenience Store,Availability,Parties,Pepsi,With Colleagues,10,3,2,1,4,2,4,3
214,45,Non-Binary,Middle,Rarely,Coke,Very Dissatisfied,Vending Machine,Price,Restaurants,Pepsi,Other,7,2,2,5,1,5,1,5
325,62,Prefer Not to Say,Middle,Weekly,Coke,Dissatisfied,Convenience Store,Price,Restaurants,Pepsi,With Colleagues,5,2,3,5,5,1,5,3
332,37,Non-Binary,Low,Rarely,Coke,Neutral,Supermarket,Brand Loyalty,Sports Events,Pepsi,Other,10,4,2,4,4,4,4,5
339,52,Male,Low,Rarely,Coke,Very Dissatisfied,Supermarket,Price,Work,Pepsi,Alone,6,5,4,2,1,2,1,5
366,43,Male,Middle,Daily,Coke,Dissatisfied,Other,Other,Travel,Pepsi,With Colleagues,2,3,5,4,3,5,5,3
418,50,Prefer Not to Say,Middle,Daily,Coke,Very Satisfied,Supermarket,Price,Travel,Pepsi,Other,2,3,1,4,4,4,1,4
427,37,Male,Middle,Daily,Coke,Satisfied,Vending Machine,Other,Parties,Pepsi,With Friends,0,4,5,1,2,4,5,3
432,40,Prefer Not to Say,Low,Rarely,Coke,Very Satisfied,Other,Availability,Other,Pepsi,With Colleagues,10,2,5,1,5,3,1,2
446,47,Non-Binary,Middle,Weekly,Coke,Satisfied,Supermarket,Brand Loyalty,Parties,Pepsi,With Family,3,2,4,2,2,2,2,2
459,37,Female,High,Rarely,Coke,Satisfied,Convenience Store,Availability,Home,Pepsi,With Friends,3,3,4,5,1,5,5,4
494,38,Male,Low,Daily,Coke,Very Dissatisfied,Vending Machine,Taste,Home,Pepsi,Alone,2,3,2,4,3,1,5,2
504,27,Prefer Not to Say,Low,Rarely,Coke,Very Dissatisfied,Online,Brand Loyalty,Work,Pepsi,With Friends,2,2,5,5,1,4,2,5
514,57,Female,Middle,Weekly,Coke,Neutral,Other,Other,Parties,Pepsi,With Family,7,2,5,3,3,5,3,2
580,21,Non-Binary,Middle,Daily,Coke,Neutral,Supermarket,Availability,Other,Pepsi,With Friends,2,3,2,5,1,3,3,1
635,24,Male,Middle,Daily,Coke,Very Dissatisfied,Supermarket,Taste,Other,Pepsi,Other,1,3,3,1,1,2,3,1
636,55,Female,Low,Never,Coke,Very Dissatisfied,Vending Machine,Other,Sports Events,Pepsi,Alone,6,1,1,4,3,4,3,3
637,59,Male,High,Rarely,Coke,Very Satisfied,Vending Machine,Other,Work,Pepsi,With Colleagues,10,5,2,4,3,4,1,4
724,62,Female,High,Never,Coke,Very Dissatisfied,Other,Other,Restaurants,Pepsi,With Family,2,4,4,4,5,3,4,1
744,46,Prefer Not to Say,Middle,Weekly,Coke,Very Dissatisfied,Other,Other,Parties,Pepsi,Other,2,4,4,5,2,5,3,5
768,64,Prefer Not to Say,High,Weekly,Coke,Satisfied,Vending Machine,Other,Home,Pepsi,With Colleagues,10,1,2,2,5,1,3,2
839,18,Female,High,Monthly,Coke,Neutral,Other,Price,Travel,Pepsi,Alone,9,2,1,5,5,4,4,2
861,34,Male,High,Weekly,Coke,Satisfied,Supermarket,Other,Home,Pepsi,With Friends,8,2,4,5,3,1,3,2
909,22,Male,Middle,Never,Coke,Satisfied,Vending Machine,Availability,Parties,Pepsi,With Colleagues,8,4,3,1,4,5,3,4
917,51,Non-Binary,Middle,Monthly,Coke,Neutral,Other,Other,Home,Pepsi,Alone,10,1,1,5,1,5,4,3
959,35,Male,High,Rarely,Coke,Very Satisfied,Online,Brand Loyalty,Home,Pepsi,With Friends,2,4,1,1,4,2,2,5
983,31,Male,Middle,Monthly,Coke,Very Dissatisfied,Convenience Store,Other,Other,Pepsi,With Colleagues,8,2,3,2,5,1,2,5
989,55,Female,Middle,Monthly,Coke,Neutral,Other,Brand Loyalty,Parties,Pepsi,Other,6,5,3,2,5,4,2,1
13,24,Prefer Not to Say,High,Never,Coke,Dissatisfied,Other,Price,Other,RC Cola,Alone,0,2,3,2,1,4,5,1
49,60,Prefer Not to Say,Low,Rarely,Coke,Satisfied,Convenience Store,Brand Loyalty,Sports Events,RC Cola,With Friends,6,1,5,4,1,2,5,3
50,55,Male,High,Monthly,Coke,Neutral,Other,Availability,Restaurants,RC Cola,With Friends,6,4,5,4,4,1,3,4
64,46,Non-Binary,Middle,Daily,Coke,Neutral,Online,Brand Loyalty,Sports Events,RC Cola,Alone,9,1,2,2,3,3,2,3
70,45,Male,Low,Rarely,Coke,Very Satisfied,Supermarket,Brand Loyalty,Other,RC Cola,With Friends,1,3,4,4,4,4,3,4
73,34,Non-Binary,High,Never,Coke,Very Satisfied,Supermarket,Price,Work,RC Cola,Alone,9,5,4,1,3,5,2,3
77,54,Female,High,Rarely,Coke,Neutral,Other,Price,Restaurants,RC Cola,Other,8,4,5,1,5,3,2,1
80,59,Non-Binary,Low,Rarely,Coke,Dissatisfied,Supermarket,Availability,Restaurants,RC Cola,With Friends,6,3,2,4,1,3,3,3
121,38,Male,High,Rarely,Coke,Dissatisfied,Vending Machine,Other,Work,RC Cola,Alone,0,3,2,5,4,1,4,2
172,46,Prefer Not to Say,High,Rarely,Coke,Dissatisfied,Convenience Store,Availability,Work,RC Cola,Other,3,3,1,3,4,2,5,2
192,37,Non-Binary,Low,Never,Coke,Neutral,Supermarket,Price,Parties,RC Cola,With Family,7,5,5,4,5,1,3,2
195,18,Non-Binary,Middle,Weekly,Coke,Very Satisfied,Online,Taste,Restaurants,RC Cola,Other,10,4,4,2,4,4,3,3
209,44,Prefer Not to Say,Low,Monthly,Coke,Neutral,Other,Price,Work,RC Cola,Alone,8,1,4,2,5,2,5,1
229,40,Prefer Not to Say,Middle,Weekly,Coke,Satisfied,Convenience Store,Price,Home,RC Cola,With Colleagues,4,4,1,1,4,4,1,1
345,50,Male,Middle,Monthly,Coke,Neutral,Other,Price,Other,RC Cola,Alone,1,2,3,4,3,1,3,4
348,46,Prefer Not to Say,Low,Daily,Coke,Very Satisfied,Other,Availability,Parties,RC Cola,Other,3,1,3,1,1,4,3,4
390,41,Prefer Not to Say,High,Weekly,Coke,Very Satisfied,Other,Taste,Parties,RC Cola,Other,7,5,3,1,2,1,1,3
411,59,Prefer Not to Say,High,Rarely,Coke,Neutral,Convenience Store,Taste,Work,RC Cola,With Family,7,1,1,3,5,3,3,2
416,38,Non-Binary,Low,Daily,Coke,Neutral,Convenience Store,Brand Loyalty,Other,RC Cola,With Family,1,1,1,1,2,5,1,3
485,44,Male,High,Monthly,Coke,Dissatisfied,Other,Availability,Work,RC Cola,Other,2,5,1,4,1,4,2,4
490,32,Male,Low,Daily,Coke,Dissatisfied,Convenience Store,Availability,Sports Events,RC Cola,With Friends,9,4,5,5,3,4,2,2
492,20,Prefer Not to Say,High,Daily,Coke,Very Satisfied,Convenience Store,Other,Sports Events,RC Cola,With Friends,2,4,5,1,5,4,5,2
506,31,Male,Low,Daily,Coke,Satisfied,Supermarket,Other,Sports Events,RC Cola,Other,5,2,5,2,4,4,4,5
538,35,Prefer Not to Say,Low,Weekly,Coke,Dissatisfied,Online,Taste,Work,RC Cola,Other,7,4,4,3,1,1,2,1
629,20,Female,Low,Weekly,Coke,Very Satisfied,Other,Availability,Work,RC Cola,Other,7,4,3,5,5,2,4,4
630,56,Male,Low,Never,Coke,Very Satisfied,Supermarket,Availability,Restaurants,RC Cola,With Family,7,5,5,5,5,1,3,4
691,47,Non-Binary,Low,Weekly,Coke,Dissatisfied,Vending Machine,Availability,Home,RC Cola,Alone,4,3,5,1,1,5,2,5
735,22,Prefer Not to Say,Low,Rarely,Coke,Very Satisfied,Vending Machine,Taste,Travel,RC Cola,With Family,0,4,3,3,4,4,2,2
800,48,Male,High,Weekly,Coke,Very Dissatisfied,Other,Other,Travel,RC Cola,With Family,9,1,2,2,5,1,1,2
808,31,Male,Middle,Monthly,Coke,Dissatisfied,Convenience Store,Price,Other,RC Cola,With Colleagues,3,3,4,4,3,1,1,5
809,63,Female,Middle,Rarely,Coke,Dissatisfied,Vending Machine,Brand Loyalty,Travel,RC Cola,Alone,6,5,5,1,4,1,2,5
844,28,Prefer Not to Say,Low,Never,Coke,Dissatisfied,Other,Other,Sports Events,RC Cola,With Family,8,1,2,1,4,1,1,4
854,26,Non-Binary,High,Monthly,Coke,Dissatisfied,Online,Availability,Parties,RC Cola,With Friends,1,1,4,3,5,2,4,2
888,51,Male,Middle,Rarely,Coke,Dissatisfied,Online,Brand Loyalty,Work,RC Cola,With Friends,0,3,2,3,1,2,4,5
921,53,Male,High,Rarely,Coke,Satisfied,Supermarket,Taste,Work,RC Cola,With Friends,10,3,3,1,2,4,5,4
939,52,Non-Binary,High,Weekly,Coke,Satisfied,Vending Machine,Other,Other,RC Cola,Other,9,4,2,4,1,5,2,3
956,54,Prefer Not to Say,Low,Monthly,Coke,Dissatisfied,Supermarket,Taste,Work,RC Cola,With Friends,8,1,3,2,5,3,2,4
973,42,Female,High,Rarely,Coke,Neutral,Supermarket,Price,Parties,RC Cola,With Family,2,5,2,5,3,4,2,2
26,54,Prefer Not to Say,Middle,Monthly,Coke,Very Satisfied,Vending Machine,Other,Home,Diet Coke,With Colleagues,7,3,5,3,3,5,5,1
66,53,Prefer Not to Say,High,Monthly,Coke,Very Dissatisfied,Online,Availability,Work,Diet Coke,With Family,6,5,3,3,1,1,3,5
88,31,Female,High,Rarely,Coke,Satisfied,Convenience Store,Availability,Restaurants,Diet Coke,With Friends,0,4,5,2,4,2,3,1
120,48,Non-Binary,Low,Weekly,Coke,Very Dissatisfied,Other,Brand Loyalty,Other,Diet Coke,Alone,0,2,1,2,3,5,4,5
149,55,Female,High,Daily,Coke,Dissatisfied,Online,Price,Work,Diet Coke,Other,9,3,5,5,5,3,5,5
156,53,Prefer Not to Say,High,Never,Coke,Very Satisfied,Other,Availability,Sports Events,Diet Coke,With Family,8,2,2,5,1,3,4,3
167,22,Prefer Not to Say,Middle,Daily,Coke,Neutral,Vending Machine,Other,Parties,Diet Coke,Other,7,4,4,1,1,2,5,4
182,58,Non-Binary,Low,Never,Coke,Dissatisfied,Supermarket,Price,Work,Diet Coke,With Friends,5,3,3,4,4,1,4,5
201,56,Non-Binary,Low,Daily,Coke,Satisfied,Convenience Store,Price,Other,Diet Coke,With Friends,5,4,3,5,5,3,5,5
202,45,Male,Low,Monthly,Coke,Satisfied,Vending Machine,Price,Home,Diet Coke,With Family,8,5,4,3,5,5,4,1
223,28,Prefer Not to Say,High,Never,Coke,Neutral,Convenience Store,Other,Travel,Diet Coke,Other,0,4,5,1,5,2,1,5
250,54,Non-Binary,High,Monthly,Coke,Very Dissatisfied,Online,Taste,Home,Diet Coke,Alone,5,4,3,3,1,4,1,5
280,31,Prefer Not to Say,Middle,Never,Coke,Dissatisfied,Vending Machine,Taste,Work,Diet Coke,With Friends,3,5,2,5,5,2,3,4
360,61,Male,Low,Daily,Coke,Neutral,Supermarket,Availability,Other,Diet Coke,Alone,10,3,3,2,1,1,5,1
375,41,Non-Binary,Low,Daily,Coke,Very Satisfied,Vending Machine,Taste,Restaurants,Diet Coke,With Family,1,5,4,5,5,5,2,4
387,33,Non-Binary,Low,Monthly,Coke,Very Satisfied,Other,Other,Work,Diet Coke,With Colleagues,9,2,3,2,2,2,5,1
396,29,Non-Binary,Low,Weekly,Coke,Neutral,Other,Brand Loyalty,Other,Diet Coke,With Colleagues,8,3,2,5,2,4,2,4
406,49,Non-Binary,Middle,Never,Coke,Very Dissatisfied,Other,Availability,Parties,Diet Coke,With Colleagues,1,5,3,4,5,3,3,5
421,47,Non-Binary,Low,Rarely,Coke,Very Satisfied,Supermarket,Other,Travel,Diet Coke,Other,5,4,5,5,4,4,4,5
433,53,Non-Binary,High,Never,Coke,Neutral,Online,Other,Sports Events,Diet Coke,With Family,8,2,2,4,5,3,4,2
439,47,Prefer Not to Say,High,Weekly,Coke,Very Satisfied,Other,Price,Home,Diet Coke,Other,2,2,2,1,2,1,1,3
